url,page_type,intent,role,cta,cta_href,must_preserve
https://www.algolia.com/about/news/algolia-concludes-2023-with-more-than-30-distinguished-industry-accolades,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-dominates-g2-spring-2026,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-cto-xavier-grand-joins-ai-day-france-2026,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-disrupts-market-with-search-io-acquisition-ushering-in-a-new-era-of-search-and-discovery,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-earns-top-spot-on-g2-s-grid-report-for-enterprise-search-software-for-11th-consecutive-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-earns-a-spot-on-the-g2-2023-software-awards-for-best-commerce-products-and-best-analytics-and-ai-product,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-earns-record-breaking-17-badges-as-top-enterprise-search-software-on-g2-spring-2023-grid-report,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-doubles-down-on-developer-first-innovation-to-build-the-future-of-agentic-ai-experiences,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-heads-to-shoptalk-europe-2026-to-discuss-smarter-shopping-experiences,press-release,learn,trust-building,Get a demo,https://www.algolia.com/demorequest,true
https://www.algolia.com/about/news/algolia-ecommerce-report-ai-driven-search-experiences-go-mainstream-supercharge-revenue-generation,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-heads-to-microsoft-build-2026,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-finishes-2024-awards-and-recognitions,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-expands-pricing-plans-to-bring-ai-search-capabilities-to-every-developer,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-gives-your-app-mobile-search-super-powers,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-going-global-to-compete-with-google,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-helps-co-op-overcome-pandemic-driven-online-demand,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-hires-new-ceo-to-lead-next-stage-of-company-growth,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-helps-gofundme-increase-engagement-by-15,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-helps-mister-auto-boost-scalability-and-speed-optimizing-the-ecommerce-experience-for-3-million-unique-customers-a-month,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-honored-in-inc-magazine-s-annual-list-of-america-s-fastest-growing-private-companies-the-inc-5000,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-agent-studio-to-power-highly-scalable-agentic-search-experiences,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-integration-with-amazon-bedrock-unlocking-the-next-generation-of-ai-experiences,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-context-aware-retrieval-for-the-agentic-era,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-honored-with-19-total-accolades,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-new-developer-friendly-build-pricing-plan-with-one-million-free-records-for-its-search-and-discovery-platform-slashes-api-pricing-by-50,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-shopping-guides,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-joins-the-shopify-plus-certified-app-program,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-new-intelligent-auto-parts-solution,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-introduces-smart-groups-to-bring-ai-powered-curation-and-automation-to-content-teams-and-merchandisers,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-additional-ai-models-in-its-recommend-spring-release-2022-to-supercharge-businesses-ability-to-engage-with-users,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-lands-three-comparably-awards-reflecting-its-position-as-an-employer-of-choice,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-breakthrough-trifecta-of-ai-powered-ranking-capabilities,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-algolia-recommend-a-new-api-first-product-to-generate-blazing-fast-highly-relevant-recommendations-at-scale-for-retailers,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-agent-studio-to-power-scalable-context-aware-ai-agents,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-ai-powered-algolia-neuralsearchtm-the-world-s-fastest-hyper-scalable-and-cost-effective-vector-and-keyword-search-api,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-data-transformations-tool,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-dynamic-facets-to-make-product-discovery-faster-smarter-and-more-relevant,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-new-technology-and-consulting-partner-program,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-intelligent-fashion-solution,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-next-generation-crawler-simplifying-data-ingestion-for-developers,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-global-program-offering-startups-10-000-in-free-search-discovery-usage,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-moves-beyond-web-search-to-place-search,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-launches-the-industry-s-most-intelligent-self-learning-search-platform-powered-by-ai-designed-using-trillions-of-searches,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-bigcommerce-preferred-technology-partner,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-2024-gartner-magic-quadrant-for-search-and-product-discovery,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-great-place-to-work-for-the-first-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-2025-gartnerr-magic-quadrantTM-for-search-and-product-discovery,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-idc-marketscape-for-general-purpose-knowledge-discovery-software,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-g2s-gridr-report-for-enterprise-search-software-for-19th-consecutive-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-g2-s-grid-report-for-e-commerce-search-software,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-g2s-grid-report-for-enterprise-search-software-for-18th-consecutive-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-one-of-the-top-50-highest-rated-private-cloud-computing-companies-to-work-for-for-second-consecutive-year,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-leader-in-idc-marketscape-for-worldwide-general-purpose-knowledge-discovery-software-2023,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-a-top-10-power-player-on-the-commercetech-power-list,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-top-enterprise-search-software-on-g2-grid-report-for-13th-consecutive-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-category-leader-in-g2-grid-report-for-enterprise-search,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-to-the-2020-cb-insights-retail-tech-100-list-of-most-innovative-b2b-retail-startups-for-best-cognitive-search-solution,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-on-inc-5000-for-eight-years-straight,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-winner-of-salesforce-commerce-cloud-partner-awards,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-uk-s-best-work-places-in-tech-for-the-first-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-named-winner-in-2023-ava-digital-awards,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-names-jason-mcclelland-as-new-chief-marketing-officer,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-neuralsearch-named-a-finalist-for-ventana-research-s-digital-innovation-awards,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-partners-with-openbase-to-launch-ultimate-search-engine-for-open-source-packages,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-partners-and-builds-new-integration-connectors-with-commercetools-to-deliver-world-class-shopping-experiences,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-powers-12-billion-searches-with-e-commerce-customers-on-cyber-weekend-a-5-increase-yoy-despite-national-decrease-in-online-spending,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-ranked-number-125-fastest-growing-company-in-north-america-on-deloitte-s-2019-technology-fast-500,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-raises-110-million-in-funding,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-powers-33-5-billion-searches-during-cyber-weekend-2025,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-receives-ava-digital-award-platinum-award,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-recognized-as-a-2026-trustradius-top-rated-and-buyer-s-choice-winner,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-redefines-online-fashion-retail-with-the-next-generation-of-its-intelligent-fashion-solution,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-recognized-as-a-leader-in-the-2026-gartner-magic-quadrant,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-recognized-on-forbes-cloud-list,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-report-ai-search-emerges-as-the-cornerstone-of-digital-first-b2b-ecommerce-strategy,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-receives-highest-honor-in-the-2024-ava-digital-awards-for-outstanding-creative-work,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-recognized-in-trustradius-2025-tech-cares-award,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-report-ai-search-is-critical-in-b2b-ecommerce-strategy-but-adoption-varies,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-report-b2b,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-retains-leader-spot-in-g2-s-grid-report-for-enterprise-search-software-for-15th-consecutive-time,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-report-search-technologies-drive-revenue-personalization-remains-integral,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-ai-search-platform-receives-k5-commerce-award-in-search-and-marketing-tool-category,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-ai-search-enables-jd-sports-to-elevate-e-commerce-experience,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-chief-ecosystem-officer-to-share-ai-strategy-on-a-travel-and-leisure-panel-at-adobe-summit-2024,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-chief-executive-officer-to-present-at-nrf-2024,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-new-ai-powered-merchandising-suite-empowers-retailers-to-automate-merchandising-during-peak-periods-and-flash-sales,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-chief-strategic-business-development-officer-to-speak-at-salesforce-connections-2023,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-state-of-search-report-reveals-retail-s-ability-to-drive-higher-conversions-through-modern-search,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-s-search-discovery-delivers-382-3-year-roi-according-to-forrester-tei-study,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-scores-big-in-every-category-in-paradigm-b2b-prestigious-2025-enterprise-edition-of-its-b2b-combine-for-search-and-discovery,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-showcases-the-future-of-ai-driven-search-and-discovery-at-shoptalk-luxe-2026,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-search-and-discovery-platform-optimizes-walgreens-omnichannel-shopping,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-search-report-ai-investment-remains-resilient-search-reigns-as-retail-top-digital-priority,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-strengthens-world-class-executive-team-with-addition-of-new-chief-people-officer-and-chief-financial-officer,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-sweeps-g2-winter-2026-rankings,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-surpasses-1-trillion-search-query-annual-run-rate-in-year-of-historic-growth,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-showcases-powerful-ai-driven-search-at-shoptalk-spring-2025-booth-1650,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-summer-19-delivers-search-and-discovery-now-moments-across-web-mobile-and-voice-channels,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-takes-in-app-search-to-new-places,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-to-bring-new-headless-commerce-search-and-discovery-capabilities-to-customers-with-salesforce-commerce-cloud-integration,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-to-host-its-3rd-annual-developer-conference-devcon-2024,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-to-provide-scalable-enterprise-grade-search-and-discovery-experience-on-microsoft-azure,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-to-showcase-importance-of-voice-search-at-voice-summit-2019,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-transforms-retail-recommendations,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-turbocharges-al-futtaim-group-s-search-performance-and-consumer-experience,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-triples-nuts-com-s-customer-conversion-rates-and-increases-average-order-value-by-15-among-users-that-search,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-ai-powered-query-categorization-to-turbo-charge-online-business-operations,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unlocks-smarter-search-and-faster-growth-for-shopify-merchants,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-a-new-era-for-documentation-search-with-self-service-onboarding-and-askai,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unlocks-clean-contextual-data-at-scale-with-intelligent-data-kit,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-intelligent-grocery-solution,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-new-real-time-context-aware-ai-agents-across-salesforce-and-adobe,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-new-search-discovery-tools-for-developers-at-devcon-2022,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-next-generation-ai-enhanced-data-driven-merchandising-studio,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-updates-pricing-for-aws-customers,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
https://www.algolia.com/about/news/algolia-unveils-vision-for-future-of-dynamic-digital-experiences,press-release,learn,trust-building,Get started,https://dashboard.algolia.com/users/sign_up,true
